;COD. INSCRIPCIÓN;NOMBRE;MODALIDAD;CATEGORIA;DIRECCIÓN;LOCALIDAD;MUNICIPIO;ZONA;PLAZAS;FECHA DE INSCRIPCION
PAMPLONA;;;;;;;;;;
;ucr00396;Gamioa II;Casa rural vivienda;CRV 1 Estrella;Juanikotenea 0;GARTZAIN;BAZTAN                                                                                              ;Pirineos;6;03/03/1998 0:00:00
;UCR01091;Landakoborda;Casa rural vivienda;CRV 1 Estrella;Ariztegi 0;GARTZAIN;BAZTAN                                                                                              ;Pirineos;8;19/08/2016 0:00:00
;UCR00988;Landazelaia;Casa rural vivienda;CRV 2 Estrellas;Etxarri 0;GARTZAIN;BAZTAN                                                                                              ;Pirineos;10;04/04/2012 0:00:00
;ucr00613;Larraldea I;Casa rural vivienda;CRV 2 Estrellas;Casa Gamioa 0;GARTZAIN;BAZTAN                                                                                              ;Pirineos;10;24/09/2003 0:00:00
;ucr00614;Larraldea II;Casa rural vivienda;CRV 2 Estrellas;Casa Gamioa 0;GARTZAIN;BAZTAN                                                                                              ;Pirineos;8;24/09/2003 0:00:00
;UVTR1050;Lopenea;Vivienda Turística Rural;Segunda/2 Llaves;Etxarri-Urbanización Baztán 8;GARTZAIN;BAZTAN                                                                                              ;Pirineos;8;03/07/2020 0:00:00
GARÍNOAIN;;;;;;;;;;
;ucr00553;Baztán;Casa rural vivienda;CRV 2 Estrellas;Catalain 2;GARÍNOAIN;GARÍNOAIN                                                                                           ;Zona Media;12;02/05/2002 0:00:00
;ucr00632;Lakoak;Casa rural habitaciones;CRH 3 Estrellas;de la Fuente 0 S/N;GARÍNOAIN;GARÍNOAIN                                                                                           ;Zona Media;12;15/03/2004 0:00:00
;UPE00893;Ver Venir;Pensión;P*;Catalain 8;GARÍNOAIN;GARÍNOAIN                                                                                           ;Zona Media;10;29/01/2013 0:00:00
ZALBA;;;;;;;;;;
;UCR00984;Beaumont;Casa rural vivienda;CRV 1 Estrella;San juan 8;ZALBA;LIZOÁIN                                                                                             ;Pirineos;10;21/02/2012 0:00:00
;ucr00507;Ezquerrena I;Casa rural vivienda;CRV 2 Estrellas;San Juan, /n 0;ZALBA;LIZOÁIN                                                                                             ;Pirineos;10;14/03/2001 0:00:00
;ucr00508;Ezquerrena II;Casa rural vivienda;CRV 2 Estrellas;San Juan, /n 0;ZALBA;LIZOÁIN                                                                                             ;Pirineos;8;14/03/2001 0:00:00
CORDOVILLA;;;;;;;;;;
;UH000877;Bed4U Pamplona;Hotel;3 Estrellas;D, PG Ind. Cordovilla 7;CORDOVILLA;GALAR                                                                                               ;Cuenca de Pamplona;93;20/09/2011 0:00:00
;UH000822;Zenit Pamplona;Hotel;4 Estrellas;X Parque ComercialGalaria 1;CORDOVILLA;GALAR                                                                                               ;Cuenca de Pamplona;169;05/03/2008 0:00:00
BERUETE;;;;;;;;;;
;UATR0204;Behetxonea;Apartamento Turístico Rural;Tercera/1 Llave;Borda Behetxonea 0;BERUETE;BASABURUA                                                                                           ;Pirineos;6;15/04/2011 0:00:00
;UATR0191 (BIS);Ibarneko Borda II;Apartamento Turístico Rural;Tercera/1 Llave;San Juan 2;BERUETE;BASABURUA                                                                                           ;Pirineos;6;23/11/2010 0:00:00
;UCR01138;Otsakar;Casa rural vivienda;CRV 3 Estrellas;San Juan Bautista  19;BERUETE;BASABURUA                                                                                           ;Pirineos;14;14/03/2019 0:00:00
BEIRE;;;;;;;;;;
;uab00001;Bei.tu;Albergue turístico;1ª Categoria;Aragón 1;BEIRE;BEIRE                                                                                               ;Zona Media;162;09/06/1999 0:00:00
;UVT00691;Casa José Mari;Vivienda Turística;Segunda/2 Llaves;Pitillas 15;BEIRE;BEIRE                                                                                               ;Zona Media;8;02/02/2018 0:00:00
BEINTZA-LABAIEN;;;;;;;;;;
;uab00007;Beintzako Aterpetxea-Orbela;Albergue turístico;2ª Categoria;de Beintza 0;BEINTZA-LABAIEN;LABAIEN                                                                                             ;Pirineos;30;16/09/1999 0:00:00
;UCR01167;Errandonea;Casa rural vivienda;CRV 3 Estrellas;Teileri 14;BEINTZA-LABAIEN;LABAIEN                                                                                             ;Pirineos;16;25/06/2020 0:00:00
;UPE00956;Labaiengo Ostatua;Pensión;P*;KARRIKABURU, 8;BEINTZA-LABAIEN;LABAIEN                                                                                             ;Pirineos;10;27/08/2020 0:00:00
;UAB00029;Mendorrea-Berria;Albergue turístico;2ª Categoria;Udaletxeko Karrika 9;BEINTZA-LABAIEN;LABAIEN                                                                                             ;Pirineos;16;22/01/2007 0:00:00
;UCR00776;Villa Argentina;Casa rural vivienda;CRV 4 Estrellas;Kale Nagusia 6;BEINTZA-LABAIEN;LABAIEN                                                                                             ;Pirineos;10;26/01/2007 0:00:00
ARTETA;;;;;;;;;;
;UCR00965;Bekoa de Arteta;Casa rural vivienda;CRV 3 Estrellas;San Salvador 13;ARTETA;OLLO                                                                                                ;Cuenca de Pamplona;7;06/07/2011 0:00:00
EULZ;;;;;;;;;;
;UCR00887;Belastegui;Casa rural vivienda;CRV 2 Estrellas;La Fuente 24;EULZ;ALLÍN                                                                                               ;Zona Media;8;19/01/2009 0:00:00
;UCR01100;Belastegui II;Casa rural vivienda;CRV 3 Estrellas;Camino San Martín 14;EULZ;ALLÍN                                                                                               ;Zona Media;14;05/05/2017 0:00:00
GOIZUETA;;;;;;;;;;
;ucr00406;Benai Borda;Casa rural habitaciones;CRH 2 Estrellas;Benai Borda 0;GOIZUETA;GOIZUETA                                                                                            ;Pirineos;10;01/07/1998 0:00:00
;UCT00023;Iskibi;Camping;2 estrellas;Hernani-Goizueta 18;GOIZUETA;GOIZUETA                                                                                            ;Pirineos;232;13/03/1997 0:00:00
;uat00014;Txamora-Berri;Apartamento Turístico;Segunda/2 Llaves;Mayor, 77, Gure Txalupa 0;GOIZUETA;GOIZUETA                                                                                            ;Pirineos;10;16/01/2002 0:00:00
;UAB00058;Zubimuxu Aterpea;Albergue turístico;1ª Categoria;Herriko 10;GOIZUETA;GOIZUETA                                                                                            ;Pirineos;30;17/05/2012 0:00:00
ASTITZ;;;;;;;;;;
;UCR01153;Bengoa I;Casa rural vivienda;CRV 3 Estrellas;San Pedro 8;ASTITZ;LARRAUN                                                                                             ;Pirineos;16;13/11/2019 0:00:00
;UCR01154;Bengoa II;Casa rural vivienda;CRV 3 Estrellas;San Pedro 8;ASTITZ;LARRAUN                                                                                             ;Pirineos;16;13/11/2019 0:00:00
;UCR00889;Mikeletxenea;Casa rural vivienda;CRV 2 Estrellas;San Pedro 11;ASTITZ;LARRAUN                                                                                             ;Pirineos;12;18/02/2009 0:00:00
ELTZABURU;;;;;;;;;;
;ucr00284;Benta;Casa rural vivienda;CRV 2 Estrellas;San Marcelo 1;ELTZABURU;ULTZAMA                                                                                             ;Pirineos;8;28/06/1995 0:00:00
;uat00041;Elizaldea;Apartamento Turístico;Segunda/2 Llaves;San Marcelo 12;ELTZABURU;ULTZAMA                                                                                             ;Pirineos;4;26/07/2004 0:00:00
;UATR0510;Goiaetxea;Apartamento Turístico Rural;Tercera/1 Llave;San Marcelo 29 bajo;ELTZABURU;ULTZAMA                                                                                             ;Pirineos;6;23/12/2016 0:00:00
;UCR00844;Juandiegorena I;Casa rural vivienda;CRV 3 Estrellas;C/ San Marcelo 2;ELTZABURU;ULTZAMA                                                                                             ;Pirineos;16;16/05/2008 0:00:00
;UCR00845;Juandiegorena II;Casa rural vivienda;CRV 3 Estrellas;San Marcelo 2;ELTZABURU;ULTZAMA                                                                                             ;Pirineos;10;16/05/2008 0:00:00
AURITZ/BURGUETE;;;;;;;;;;
;ucr00079;Bergara;Casa rural habitaciones;CRH 3 Estrellas;San Nicolás 44;AURITZ/BURGUETE;AURITZ/BURGUETE                                                                                     ;Pirineos;10;07/11/1990 0:00:00
;UHS00006;Burguete;Hostal;HsG;San Nicolás 71 S/N;AURITZ/BURGUETE;AURITZ/BURGUETE                                                                                     ;Pirineos;34;09/02/1948 0:00:00
;UCR00767;Don Jauregui de Burguete;Casa rural habitaciones;CRH 2 Estrellas;San Nicolás 32;AURITZ/BURGUETE;AURITZ/BURGUETE                                                                                     ;Pirineos;14;30/11/2006 0:00:00
;UCR00766;Iturrialdea;Casa rural habitaciones;CRH 1 Estrella;Única 0;AURITZ/BURGUETE;AURITZ/BURGUETE                                                                                     ;Pirineos;8;15/11/2006 0:00:00
;UPE00301;Juandeaburre;Pensión;P**;San Nicolás 28;AURITZ/BURGUETE;AURITZ/BURGUETE                                                                                     ;Pirineos;6;01/01/1970 0:00:00
;ucr00069;Loigorri;Casa rural habitaciones;CRH 1 Estrella;San Nicolás  27;AURITZ/BURGUETE;AURITZ/BURGUETE                                                                                     ;Pirineos;4;07/11/1990 0:00:00
;UHR00007;Loizu;Hotel rural;3 Estrellas;San Nicolás 13;AURITZ/BURGUETE;AURITZ/BURGUETE                                                                                     ;Pirineos;56;13/09/1969 0:00:00
;UCR01169;Luisenea;Casa rural vivienda;CRV 2 Estrellas;San Nicolás 49;AURITZ/BURGUETE;AURITZ/BURGUETE                                                                                     ;Pirineos;5;31/08/2020 0:00:00
;ucr00382;Pedroarena;Casa rural habitaciones;CRH 2 Estrellas;Berexi 6;AURITZ/BURGUETE;AURITZ/BURGUETE                                                                                     ;Pirineos;12;31/07/1997 0:00:00
;UCR00642;Txikipolit;Casa rural vivienda;CRV 2 Estrellas;San Nicolás 52;AURITZ/BURGUETE;AURITZ/BURGUETE                                                                                     ;Pirineos;5;27/05/2004 0:00:00
LARRAINTZAR;;;;;;;;;;
;UCR01031;Bergaranea;Casa rural vivienda;CRV 1 Estrella;San Pedro 2;LARRAINTZAR;ULTZAMA                                                                                             ;Pirineos;10;13/03/2014 0:00:00
NARCUÉ;;;;;;;;;;
;UVTR1100;Berrobiaenea;Vivienda Turística Rural;Tercera/1 Llave;San Millán 14;NARCUÉ;LANA                                                                                                ;Zona Media;6;27/10/2020 0:00:00
OIEREGI;;;;;;;;;;
;UHS00769;Bertiz;Hostal;HsG;San Juan Bautista 16;OIEREGI;BERTIZARANA                                                                                         ;Pirineos;18;23/02/2004 0:00:00
;UCR01050;Bertiz Petrikonea;Casa rural vivienda;CRV 3 Estrellas;San Juan Bautista 15;OIEREGI;BERTIZARANA                                                                                         ;Pirineos;8;24/02/2015 0:00:00
;UCR01063;Bertizbasoan;Casa rural vivienda;CRV 2 Estrellas;San Juan Bautista 5;OIEREGI;BERTIZARANA                                                                                         ;Pirineos;6;26/06/2015 0:00:00
NARBARTE;;;;;;;;;;
;uab00008;Bertiz;Albergue turístico;2ª Categoria;Telleria 57;NARBARTE;BERTIZARANA                                                                                         ;Pirineos;84;16/09/1999 0:00:00
;ucr00228;Errotaldea;Casa rural vivienda;CRV 2 Estrellas;Gorriti 24;NARBARTE;BERTIZARANA                                                                                         ;Pirineos;6;25/05/1994 0:00:00
;UCR01008;Lakoizketa;Casa rural vivienda;CRV 2 Estrellas;Otetxongo Bidea 65 B;NARBARTE;BERTIZARANA                                                                                         ;Pirineos;8;05/12/2012 0:00:00
